order_id,customer_name,product_category,sub_category,mart_city,order_date,mart_region,sales,discounts,profits,mart_state
OD2981,Sheeba,Oil & Masala,Edible Oil & Ghee,Tenkasi,2016-07-25,West,1283.000,0.260,346.410,Tamil Nadu
OD2982,Alan,Fruits & Veggies,Organic Fruits,Ramanadhapuram,2016-12-13,West,2073.000,0.220,497.520,Tamil Nadu
OD2983,Amy,Fruits & Veggies,Organic Vegetables,Theni,2018-08-14,West,967.000,0.300,367.460,Tamil Nadu
OD2984,Jackson,"Eggs, Meat & Fish",Chicken,Karur,2015-04-01,West,827.000,0.150,49.620,Tamil Nadu
OD2985,Esther,Food Grains,Atta & Flour,Pudukottai,2016-04-11,West,1808.000,0.200,216.960,Tamil Nadu
OD2986,Ridhesh,Snacks,Chocolates,Bodi,2016-02-15,West,2167.000,0.140,303.380,Tamil Nadu
OD2987,Malik,Snacks,Cookies,Madurai,2016-11-22,West,1449.000,0.150,623.070,Tamil Nadu
OD2988,Ganesh,Beverages,Soft Drinks,Tenkasi,2018-11-12,West,2351.000,0.320,399.670,Tamil Nadu
OD2989,Alan,Fruits & Veggies,Fresh Vegetables,Krishnagiri,2016-10-23,West,1818.000,0.250,199.980,Tamil Nadu
OD2990,James,Fruits & Veggies,Fresh Fruits,Cumbum,2017-02-19,West,785.000,0.280,78.500,Tamil Nadu
OD2991,Sharon,Beverages,Soft Drinks,Krishnagiri,2018-12-10,West,2481.000,0.280,372.150,Tamil Nadu
OD2992,Suresh,Snacks,Chocolates,Vellore,2015-12-08,West,1479.000,0.170,473.280,Tamil Nadu
OD2993,Sudha,Bakery,Breads & Buns,Karur,2015-10-18,West,1097.000,0.150,87.760,Tamil Nadu
OD2994,Shah,Beverages,Health Drinks,Viluppuram,2018-06-11,West,607.000,0.350,242.800,Tamil Nadu
OD2995,Muneer,Fruits & Veggies,Organic Fruits,Perambalur,2018-07-27,West,949.000,0.350,360.620,Tamil Nadu
OD2996,Sharon,"Eggs, Meat & Fish",Eggs,Karur,2016-07-25,West,1666.000,0.300,383.180,Tamil Nadu
OD2997,Shah,Food Grains,Organic Staples,Virudhunagar,2015-03-23,West,1151.000,0.350,391.340,Tamil Nadu
OD2998,Vince,"Eggs, Meat & Fish",Chicken,Kanyakumari,2017-12-08,West,1338.000,0.170,414.780,Tamil Nadu
OD2999,Veena,Oil & Masala,Spices,Coimbatore,2018-06-11,West,967.000,0.330,67.690,Tamil Nadu
OD3000,Malik,Snacks,Noodles,Cumbum,2017-07-17,West,2200.000,0.260,396.000,Tamil Nadu
OD3001,Arvind,Fruits & Veggies,Fresh Vegetables,Trichy,2018-05-06,West,1077.000,0.350,430.800,Tamil Nadu
OD3002,Alan,Beverages,Soft Drinks,Perambalur,2017-06-24,West,2367.000,0.150,1065.150,Tamil Nadu
OD3003,Arvind,Bakery,Breads & Buns,Salem,2015-08-04,West,1075.000,0.140,301.000,Tamil Nadu
OD3004,Veena,Food Grains,Atta & Flour,Theni,2015-09-01,West,1306.000,0.100,195.900,Tamil Nadu
OD3005,Vinne,Food Grains,Organic Staples,Namakkal,2017-04-19,West,985.000,0.330,275.800,Tamil Nadu
OD3006,Veronica,Food Grains,Organic Staples,Viluppuram,2017-11-05,West,527.000,0.320,126.480,Tamil Nadu
OD3007,Komal,Oil & Masala,Spices,Karur,2017-09-02,West,2194.000,0.340,987.300,Tamil Nadu
OD3008,Hafiz,Food Grains,Dals & Pulses,Viluppuram,2018-11-12,West,1196.000,0.220,131.560,Tamil Nadu
OD3009,Haseena,Oil & Masala,Masalas,Kanyakumari,2017-06-23,West,579.000,0.160,208.440,Tamil Nadu
OD3010,Sheeba,Fruits & Veggies,Fresh Fruits,Ramanadhapuram,2016-02-15,West,1609.000,0.350,257.440,Tamil Nadu
OD3011,Peer,Oil & Masala,Spices,Salem,2017-11-10,West,2048.000,0.210,655.360,Tamil Nadu
OD3012,Ridhesh,"Eggs, Meat & Fish",Mutton,Theni,2017-05-16,West,2461.000,0.210,959.790,Tamil Nadu
OD3013,Suresh,Snacks,Noodles,Bodi,2018-09-12,West,2088.000,0.110,647.280,Tamil Nadu
OD3014,Sundar,Oil & Masala,Masalas,Coimbatore,2015-01-06,West,2259.000,0.350,112.950,Tamil Nadu
OD3015,Komal,Food Grains,Organic Staples,Namakkal,2018-12-05,West,1390.000,0.140,542.100,Tamil Nadu
OD3016,James,Fruits & Veggies,Fresh Fruits,Nagercoil,2016-12-25,West,814.000,0.140,276.760,Tamil Nadu
OD3017,Hussain,Food Grains,Dals & Pulses,Theni,2016-12-25,West,1253.000,0.270,400.960,Tamil Nadu
OD3018,Jonas,Bakery,Cakes,Madurai,2016-03-29,West,2093.000,0.280,732.550,Tamil Nadu
OD3019,Ram,"Eggs, Meat & Fish",Eggs,Karur,2017-03-26,West,1915.000,0.200,210.650,Tamil Nadu
OD3020,Anu,Bakery,Cakes,Coimbatore,2018-06-12,West,2144.000,0.140,150.080,Tamil Nadu
OD3021,Ramesh,"Eggs, Meat & Fish",Fish,Cumbum,2016-07-11,West,2387.000,0.190,930.930,Tamil Nadu
OD3022,Rumaiza,Beverages,Health Drinks,Bodi,2018-01-07,West,739.000,0.350,162.580,Tamil Nadu
OD3023,Haseena,Oil & Masala,Masalas,Salem,2018-08-03,West,556.000,0.270,244.640,Tamil Nadu
OD3024,Sharon,Snacks,Chocolates,Ramanadhapuram,2016-11-22,West,1174.000,0.160,117.400,Tamil Nadu
OD3025,Adavan,Snacks,Chocolates,Ooty,2015-12-12,West,2230.000,0.190,468.300,Tamil Nadu
OD3026,Amrish,Oil & Masala,Spices,Vellore,2017-11-06,West,1325.000,0.140,79.500,Tamil Nadu
OD3027,Rumaiza,Fruits & Veggies,Fresh Vegetables,Tirunelveli,2018-08-01,West,1905.000,0.270,476.250,Tamil Nadu
OD3028,Suresh,"Eggs, Meat & Fish",Fish,Cumbum,2017-12-08,West,2290.000,0.210,137.400,Tamil Nadu
OD3029,Alan,Food Grains,Organic Staples,Karur,2018-09-23,West,593.000,0.210,166.040,Tamil Nadu
OD3030,Ganesh,Oil & Masala,Masalas,Ramanadhapuram,2017-04-16,West,2448.000,0.290,538.560,Tamil Nadu
OD3031,Arutra,Food Grains,Dals & Pulses,Salem,2017-11-10,West,1935.000,0.340,832.050,Tamil Nadu
OD3032,Amy,Oil & Masala,Masalas,Chennai,2018-05-08,West,1163.000,0.350,116.300,Tamil Nadu
OD3033,Vinne,Snacks,Chocolates,Chennai,2018-10-17,West,1170.000,0.300,362.700,Tamil Nadu
OD3034,Hafiz,Oil & Masala,Edible Oil & Ghee,Namakkal,2015-07-22,West,1924.000,0.250,269.360,Tamil Nadu
OD3035,Sabeela,"Eggs, Meat & Fish",Chicken,Bodi,2016-10-25,West,2232.000,0.140,491.040,Tamil Nadu
OD3036,Vinne,Bakery,Cakes,Dharmapuri,2016-12-12,West,2031.000,0.300,162.480,Tamil Nadu
OD3037,Verma,Snacks,Noodles,Tenkasi,2016-10-23,West,716.000,0.330,150.360,Tamil Nadu
OD3038,Sharon,Food Grains,Dals & Pulses,Dindigul,2016-12-12,West,988.000,0.230,148.200,Tamil Nadu
OD3039,Krithika,"Eggs, Meat & Fish",Fish,Theni,2016-12-20,West,1750.000,0.150,367.500,Tamil Nadu
OD3040,Verma,Oil & Masala,Spices,Pudukottai,2017-04-19,West,1547.000,0.120,123.760,Tamil Nadu
OD3041,Sabeela,"Eggs, Meat & Fish",Chicken,Salem,2016-11-30,West,1259.000,0.120,176.260,Tamil Nadu
OD3042,Sudeep,Bakery,Biscuits,Virudhunagar,2016-02-21,West,579.000,0.120,208.440,Tamil Nadu
OD3043,Verma,"Eggs, Meat & Fish",Mutton,Tirunelveli,2018-07-27,West,1304.000,0.130,573.760,Tamil Nadu
OD3044,Kumar,"Eggs, Meat & Fish",Mutton,Madurai,2017-03-28,West,1677.000,0.350,620.490,Tamil Nadu
OD3045,Suresh,Fruits & Veggies,Organic Vegetables,Madurai,2017-11-10,West,520.000,0.330,104.000,Tamil Nadu
OD3046,Sheeba,Food Grains,Rice,Bodi,2018-03-21,West,1503.000,0.210,405.810,Tamil Nadu
OD3047,Sudeep,Oil & Masala,Spices,Bodi,2017-06-23,West,1198.000,0.130,419.300,Tamil Nadu
OD3048,Vince,Food Grains,Rice,Tenkasi,2015-07-25,West,559.000,0.290,156.520,Tamil Nadu
OD3049,Ravi,Snacks,Cookies,Theni,2016-12-17,West,1163.000,0.280,220.970,Tamil Nadu
OD3050,Kumar,Bakery,Biscuits,Tirunelveli,2016-12-17,West,1989.000,0.310,735.930,Tamil Nadu
OD3051,Veronica,Bakery,Breads & Buns,Tirunelveli,2017-11-10,West,1714.000,0.350,702.740,Tamil Nadu
OD3052,Vince,"Eggs, Meat & Fish",Fish,Pudukottai,2017-04-19,West,1615.000,0.150,629.850,Tamil Nadu
OD3053,Ravi,Food Grains,Organic Staples,Madurai,2015-08-04,West,691.000,0.290,200.390,Tamil Nadu
OD3054,Suresh,"Eggs, Meat & Fish",Fish,Salem,2015-03-26,West,1953.000,0.350,566.370,Tamil Nadu
OD3055,Suresh,Oil & Masala,Masalas,Coimbatore,2018-08-03,West,995.000,0.290,427.850,Tamil Nadu
OD3056,Roshan,Food Grains,Atta & Flour,Viluppuram,2017-11-10,West,2422.000,0.160,435.960,Tamil Nadu
OD3057,Jackson,"Eggs, Meat & Fish",Mutton,Trichy,2017-06-16,West,2011.000,0.340,744.070,Tamil Nadu
OD3058,Arvind,"Eggs, Meat & Fish",Mutton,Tenkasi,2015-08-04,West,1565.000,0.280,469.500,Tamil Nadu
OD3059,Muneer,Fruits & Veggies,Fresh Fruits,Salem,2015-07-25,West,2263.000,0.210,271.560,Tamil Nadu
OD3060,Vince,Beverages,Health Drinks,Namakkal,2016-02-15,West,2035.000,0.260,468.050,Tamil Nadu
OD3061,Ram,Fruits & Veggies,Fresh Vegetables,Perambalur,2018-08-14,West,759.000,0.180,98.670,Tamil Nadu
OD3062,Malik,Snacks,Cookies,Vellore,2017-07-25,West,995.000,0.170,218.900,Tamil Nadu
OD3063,Adavan,Food Grains,Atta & Flour,Tirunelveli,2015-12-13,West,1295.000,0.350,142.450,Tamil Nadu
OD3064,Harish,Bakery,Breads & Buns,Pudukottai,2016-03-29,West,2366.000,0.210,425.880,Tamil Nadu
OD3065,Krithika,Food Grains,Rice,Tirunelveli,2016-09-10,West,599.000,0.100,221.630,Tamil Nadu
OD3066,Ravi,Oil & Masala,Spices,Bodi,2017-07-17,West,1986.000,0.240,496.500,Tamil Nadu
OD3067,James,Oil & Masala,Masalas,Madurai,2018-01-07,West,1485.000,0.140,386.100,Tamil Nadu
OD3068,Rumaiza,Fruits & Veggies,Organic Vegetables,Cumbum,2015-08-04,West,1025.000,0.190,133.250,Tamil Nadu
OD3069,Adavan,Beverages,Health Drinks,Theni,2018-09-14,West,1164.000,0.310,302.640,Tamil Nadu
OD3070,Aditi,Bakery,Biscuits,Tenkasi,2017-05-16,West,1258.000,0.160,364.820,Tamil Nadu
OD3071,Yusuf,Oil & Masala,Spices,Chennai,2018-09-09,West,1843.000,0.120,313.310,Tamil Nadu
OD3072,Komal,"Eggs, Meat & Fish",Eggs,Ooty,2016-11-22,West,1869.000,0.100,485.940,Tamil Nadu
OD3073,Harish,Fruits & Veggies,Fresh Vegetables,Theni,2015-07-22,West,2331.000,0.220,186.480,Tamil Nadu
OD3074,Ram,Food Grains,Dals & Pulses,Karur,2018-01-07,West,1368.000,0.180,615.600,Tamil Nadu
OD3075,Krithika,Beverages,Health Drinks,Viluppuram,2015-08-08,West,1021.000,0.270,224.620,Tamil Nadu
OD3076,Yadav,"Eggs, Meat & Fish",Fish,Salem,2017-10-29,West,2244.000,0.190,201.960,Tamil Nadu
OD3077,Harish,Bakery,Cakes,Cumbum,2017-04-19,West,539.000,0.250,59.290,Tamil Nadu
OD3078,Sudeep,Fruits & Veggies,Fresh Vegetables,Tenkasi,2017-11-15,West,1256.000,0.300,514.960,Tamil Nadu
OD3079,Jonas,Snacks,Cookies,Madurai,2015-08-04,West,2158.000,0.260,258.960,Tamil Nadu
OD3080,Krithika,Beverages,Health Drinks,Virudhunagar,2015-10-18,West,2282.000,0.290,867.160,Tamil Nadu
OD3081,Jackson,Snacks,Cookies,Virudhunagar,2018-09-23,West,1940.000,0.110,679.000,Tamil Nadu
OD3082,Malik,Oil & Masala,Masalas,Ramanadhapuram,2016-09-24,West,561.000,0.220,140.250,Tamil Nadu
OD3083,Peer,Food Grains,Organic Staples,Viluppuram,2018-12-18,West,1764.000,0.240,776.160,Tamil Nadu
OD3084,Sundar,Bakery,Cakes,Ramanadhapuram,2018-03-19,West,1375.000,0.180,316.250,Tamil Nadu
OD3085,Hussain,Beverages,Soft Drinks,Namakkal,2015-12-20,West,1589.000,0.330,349.580,Tamil Nadu
OD3086,Verma,Bakery,Cakes,Viluppuram,2016-12-17,West,639.000,0.320,210.870,Tamil Nadu
OD3087,Sabeela,"Eggs, Meat & Fish",Fish,Vellore,2018-03-21,West,2194.000,0.180,416.860,Tamil Nadu
OD3088,Kumar,Snacks,Chocolates,Namakkal,2017-09-10,West,1641.000,0.340,114.870,Tamil Nadu
OD3089,Krithika,Food Grains,Dals & Pulses,Perambalur,2018-04-25,West,1642.000,0.140,229.880,Tamil Nadu
OD3090,Vidya,Fruits & Veggies,Organic Fruits,Ramanadhapuram,2018-12-19,West,1721.000,0.200,653.980,Tamil Nadu
OD3091,Veronica,Oil & Masala,Masalas,Coimbatore,2015-02-03,West,1015.000,0.220,152.250,Tamil Nadu
OD3092,Shah,Beverages,Health Drinks,Tenkasi,2018-09-02,West,1226.000,0.140,416.840,Tamil Nadu
OD3093,Sharon,Bakery,Breads & Buns,Bodi,2018-12-03,West,1717.000,0.200,618.120,Tamil Nadu
OD3094,Anu,Oil & Masala,Edible Oil & Ghee,Theni,2017-11-10,West,2097.000,0.230,650.070,Tamil Nadu
OD3095,Peer,Food Grains,Organic Staples,Chennai,2018-03-21,West,1622.000,0.220,486.600,Tamil Nadu
OD3096,Hafiz,"Eggs, Meat & Fish",Fish,Ooty,2017-04-19,West,2004.000,0.280,340.680,Tamil Nadu
OD3097,Muneer,Fruits & Veggies,Organic Fruits,Trichy,2017-03-26,West,1644.000,0.230,82.200,Tamil Nadu
OD3098,Aditi,Food Grains,Atta & Flour,Dharmapuri,2017-07-17,West,2477.000,0.330,891.720,Tamil Nadu
OD3099,Veena,Bakery,Breads & Buns,Ooty,2016-09-24,West,531.000,0.300,127.440,Tamil Nadu
OD3100,Ravi,Oil & Masala,Masalas,Madurai,2015-02-03,West,1546.000,0.280,448.340,Tamil Nadu
OD3101,Haseena,Snacks,Cookies,Nagercoil,2016-07-11,West,746.000,0.270,164.120,Tamil Nadu
OD3102,Veronica,Fruits & Veggies,Organic Fruits,Bodi,2017-12-29,West,621.000,0.100,279.450,Tamil Nadu
OD3103,Amy,Oil & Masala,Edible Oil & Ghee,Viluppuram,2016-07-14,West,1377.000,0.290,509.490,Tamil Nadu
OD3104,Rumaiza,Beverages,Soft Drinks,Bodi,2016-03-20,West,1621.000,0.170,664.610,Tamil Nadu
OD3105,Komal,Fruits & Veggies,Organic Fruits,Tirunelveli,2015-12-06,West,1497.000,0.160,389.220,Tamil Nadu
OD3106,Willams,Beverages,Soft Drinks,Dindigul,2015-11-07,West,1874.000,0.200,787.080,Tamil Nadu
OD3107,Haseena,Beverages,Soft Drinks,Viluppuram,2017-09-09,West,1225.000,0.280,147.000,Tamil Nadu
OD3108,Shah,Oil & Masala,Masalas,Ramanadhapuram,2015-04-01,West,2308.000,0.270,369.280,Tamil Nadu
OD3109,Alan,Beverages,Health Drinks,Tirunelveli,2016-07-14,West,1103.000,0.270,485.320,Tamil Nadu
OD3110,Roshan,Snacks,Noodles,Ooty,2015-11-18,West,1526.000,0.170,686.700,Tamil Nadu
OD3111,Willams,Bakery,Cakes,Ramanadhapuram,2018-08-20,West,2289.000,0.200,618.030,Tamil Nadu
OD3112,Krithika,Beverages,Soft Drinks,Theni,2016-02-15,West,687.000,0.340,240.450,Tamil Nadu
OD3113,Alan,Food Grains,Atta & Flour,Coimbatore,2016-02-15,West,972.000,0.140,213.840,Tamil Nadu
OD3114,Sudeep,Beverages,Soft Drinks,Tirunelveli,2015-12-20,West,1669.000,0.220,550.770,Tamil Nadu
OD3115,Yadav,Bakery,Biscuits,Perambalur,2018-11-01,West,506.000,0.290,70.840,Tamil Nadu
OD3116,Malik,Oil & Masala,Edible Oil & Ghee,Karur,2018-06-02,West,852.000,0.270,289.680,Tamil Nadu
OD3117,Vidya,Oil & Masala,Spices,Perambalur,2015-11-07,West,1640.000,0.180,656.000,Tamil Nadu
OD3118,Arutra,Beverages,Health Drinks,Krishnagiri,2018-12-03,West,2093.000,0.280,941.850,Tamil Nadu
OD3119,Amrish,Oil & Masala,Spices,Viluppuram,2018-04-23,West,1223.000,0.150,61.150,Tamil Nadu
OD3120,Sudha,"Eggs, Meat & Fish",Eggs,Karur,2018-09-04,West,581.000,0.340,255.640,Tamil Nadu
OD3121,Esther,Bakery,Cakes,Namakkal,2018-06-11,West,505.000,0.130,222.200,Tamil Nadu
OD3122,Adavan,Fruits & Veggies,Fresh Vegetables,Viluppuram,2018-06-02,West,2145.000,0.310,600.600,Tamil Nadu
OD3123,Sundar,Bakery,Cakes,Perambalur,2016-09-24,West,1933.000,0.320,753.870,Tamil Nadu
OD3124,Sudha,Bakery,Biscuits,Cumbum,2018-03-19,West,2060.000,0.180,618.000,Tamil Nadu
OD3125,Jonas,Bakery,Cakes,Namakkal,2017-11-15,West,1469.000,0.220,499.460,Tamil Nadu
OD3126,Malik,Fruits & Veggies,Organic Fruits,Madurai,2018-12-03,West,523.000,0.140,120.290,Tamil Nadu
OD3127,Hussain,Bakery,Breads & Buns,Dharmapuri,2018-11-24,West,1916.000,0.130,229.920,Tamil Nadu
OD3128,James,Food Grains,Organic Staples,Trichy,2018-09-15,West,1513.000,0.280,181.560,Tamil Nadu
OD3129,Alan,Food Grains,Rice,Virudhunagar,2018-11-24,West,1756.000,0.250,684.840,Tamil Nadu
OD3130,Surya,Fruits & Veggies,Organic Vegetables,Madurai,2016-11-20,West,2381.000,0.190,857.160,Tamil Nadu
OD3131,Hafiz,Fruits & Veggies,Fresh Vegetables,Coimbatore,2018-10-22,West,1683.000,0.160,218.790,Tamil Nadu
OD3132,Sundar,Food Grains,Rice,Bodi,2016-11-20,West,1784.000,0.260,267.600,Tamil Nadu
OD3133,Harish,Beverages,Health Drinks,Coimbatore,2016-03-08,Central,1937.000,0.100,368.030,Tamil Nadu
OD3134,Vidya,Beverages,Soft Drinks,Perambalur,2018-05-29,Central,1402.000,0.130,112.160,Tamil Nadu
OD3135,Krithika,Fruits & Veggies,Fresh Fruits,Dindigul,2017-09-24,Central,2425.000,0.290,436.500,Tamil Nadu
OD3136,Hussain,Beverages,Soft Drinks,Pudukottai,2018-05-29,Central,1583.000,0.340,221.620,Tamil Nadu
OD3137,Akash,Snacks,Cookies,Ramanadhapuram,2018-03-21,Central,2402.000,0.300,192.160,Tamil Nadu
OD3138,Hafiz,Bakery,Cakes,Tirunelveli,2017-07-17,Central,816.000,0.270,97.920,Tamil Nadu
OD3139,Vidya,Snacks,Cookies,Salem,2018-10-01,Central,2246.000,0.310,269.520,Tamil Nadu
OD3140,Amrish,Food Grains,Organic Staples,Namakkal,2017-09-24,Central,1752.000,0.240,438.000,Tamil Nadu
OD3141,Suresh,Snacks,Chocolates,Tenkasi,2018-12-21,Central,1265.000,0.200,404.800,Tamil Nadu
OD3142,Ganesh,Oil & Masala,Edible Oil & Ghee,Vellore,2015-01-20,Central,1148.000,0.210,309.960,Tamil Nadu
OD3143,Ram,Snacks,Chocolates,Tenkasi,2017-07-17,Central,2360.000,0.280,542.800,Tamil Nadu
OD3144,Haseena,Snacks,Noodles,Krishnagiri,2018-05-29,Central,945.000,0.130,245.700,Tamil Nadu
OD3145,Sabeela,Oil & Masala,Masalas,Krishnagiri,2017-12-29,Central,2478.000,0.130,1090.320,Tamil Nadu
OD3146,Hussain,Bakery,Biscuits,Viluppuram,2015-03-17,Central,1727.000,0.240,690.800,Tamil Nadu
OD3147,Amy,Food Grains,Dals & Pulses,Ooty,2017-09-13,Central,2033.000,0.280,447.260,Tamil Nadu
OD3148,Veronica,Snacks,Chocolates,Virudhunagar,2018-07-29,Central,2307.000,0.280,299.910,Tamil Nadu
OD3149,Komal,Beverages,Health Drinks,Coimbatore,2017-09-01,Central,947.000,0.300,132.580,Tamil Nadu
OD3150,Ramesh,Snacks,Noodles,Virudhunagar,2015-11-10,Central,2062.000,0.310,907.280,Tamil Nadu
OD3151,Akash,"Eggs, Meat & Fish",Eggs,Chennai,2017-10-30,Central,2385.000,0.120,310.050,Tamil Nadu
OD3152,Haseena,Snacks,Cookies,Kanyakumari,2015-06-20,Central,560.000,0.110,95.200,Tamil Nadu
OD3153,Surya,Fruits & Veggies,Organic Fruits,Kanyakumari,2018-06-29,Central,1654.000,0.140,496.200,Tamil Nadu
OD3154,Vince,Bakery,Biscuits,Bodi,2016-05-08,Central,1827.000,0.280,493.290,Tamil Nadu
OD3155,James,"Eggs, Meat & Fish",Eggs,Chennai,2015-09-23,Central,1524.000,0.230,441.960,Tamil Nadu
OD3156,Malik,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,2018-09-25,Central,981.000,0.180,255.060,Tamil Nadu
OD3157,James,Food Grains,Organic Staples,Krishnagiri,2018-07-29,Central,1856.000,0.310,835.200,Tamil Nadu
OD3158,Ridhesh,"Eggs, Meat & Fish",Fish,Nagercoil,2016-04-20,Central,1794.000,0.230,789.360,Tamil Nadu
OD3159,Esther,Food Grains,Atta & Flour,Perambalur,2018-09-09,Central,1374.000,0.180,82.440,Tamil Nadu
OD3160,Haseena,Bakery,Cakes,Cumbum,2017-09-04,Central,2491.000,0.260,1120.950,Tamil Nadu
OD3161,Jackson,Fruits & Veggies,Fresh Vegetables,Perambalur,2018-12-08,Central,1812.000,0.220,108.720,Tamil Nadu
OD3162,Verma,Oil & Masala,Edible Oil & Ghee,Tenkasi,2016-11-13,Central,714.000,0.120,78.540,Tamil Nadu
OD3163,Ram,"Eggs, Meat & Fish",Fish,Virudhunagar,2017-11-30,Central,1388.000,0.250,111.040,Tamil Nadu
OD3164,Veronica,Fruits & Veggies,Fresh Fruits,Tirunelveli,2017-08-26,Central,653.000,0.270,124.070,Tamil Nadu
OD3165,Peer,Fruits & Veggies,Organic Vegetables,Nagercoil,2015-01-30,Central,2262.000,0.100,791.700,Tamil Nadu
OD3166,Alan,Beverages,Health Drinks,Ramanadhapuram,2016-06-09,Central,2234.000,0.110,714.880,Tamil Nadu
OD3167,Aditi,"Eggs, Meat & Fish",Chicken,Madurai,2015-03-10,Central,2275.000,0.300,864.500,Tamil Nadu
OD3168,Willams,"Eggs, Meat & Fish",Eggs,Dharmapuri,2018-11-03,Central,2036.000,0.260,325.760,Tamil Nadu
OD3169,Kumar,"Eggs, Meat & Fish",Eggs,Ooty,2017-08-08,Central,916.000,0.250,238.160,Tamil Nadu
OD3170,Amy,Food Grains,Atta & Flour,Madurai,2018-10-07,Central,2079.000,0.120,103.950,Tamil Nadu
OD3171,Arvind,Fruits & Veggies,Fresh Vegetables,Nagercoil,2015-01-30,Central,1906.000,0.330,457.440,Tamil Nadu
OD3172,Harish,Fruits & Veggies,Organic Vegetables,Tenkasi,2015-01-20,Central,1629.000,0.170,733.050,Tamil Nadu
OD3173,Sabeela,Fruits & Veggies,Fresh Vegetables,Nagercoil,2015-03-30,Central,1738.000,0.350,729.960,Tamil Nadu
OD3174,Adavan,Beverages,Soft Drinks,Namakkal,2018-12-22,Central,1481.000,0.110,207.340,Tamil Nadu
OD3175,Jackson,Food Grains,Atta & Flour,Chennai,2015-11-07,Central,979.000,0.230,166.430,Tamil Nadu
OD3176,Peer,Food Grains,Atta & Flour,Nagercoil,2017-09-13,Central,1477.000,0.140,354.480,Tamil Nadu
OD3177,Ridhesh,Oil & Masala,Edible Oil & Ghee,Krishnagiri,2018-06-29,Central,778.000,0.180,272.300,Tamil Nadu
OD3178,Mathew,Food Grains,Rice,Madurai,2018-12-08,Central,977.000,0.190,439.650,Tamil Nadu
OD3179,Sharon,Beverages,Health Drinks,Namakkal,2017-08-26,Central,681.000,0.210,299.640,Tamil Nadu
OD3180,Amrish,Fruits & Veggies,Organic Fruits,Nagercoil,2015-01-20,Central,1272.000,0.160,139.920,Tamil Nadu
OD3181,Ramesh,Food Grains,Dals & Pulses,Pudukottai,2018-06-04,Central,1649.000,0.270,98.940,Tamil Nadu
OD3182,Rumaiza,Snacks,Cookies,Nagercoil,2017-03-04,Central,1144.000,0.300,125.840,Tamil Nadu
OD3183,Krithika,Snacks,Noodles,Viluppuram,2017-11-22,Central,2141.000,0.350,428.200,Tamil Nadu
OD3184,Harish,"Eggs, Meat & Fish",Fish,Nagercoil,2015-11-23,Central,1137.000,0.180,500.280,Tamil Nadu
OD3185,Arutra,Food Grains,Rice,Bodi,2015-11-14,Central,1823.000,0.300,729.200,Tamil Nadu
OD3186,Amrish,Food Grains,Atta & Flour,Chennai,2016-11-09,Central,988.000,0.350,296.400,Tamil Nadu
OD3187,Aditi,Oil & Masala,Spices,Theni,2016-04-13,Central,1052.000,0.270,105.200,Tamil Nadu
OD3188,Jonas,Food Grains,Dals & Pulses,Kanyakumari,2015-11-07,Central,1768.000,0.210,141.440,Tamil Nadu
OD3189,Harish,"Eggs, Meat & Fish",Chicken,Salem,2015-03-28,Central,1067.000,0.300,384.120,Tamil Nadu
OD3190,Sudeep,Bakery,Breads & Buns,Madurai,2016-11-09,Central,580.000,0.220,237.800,Tamil Nadu
OD3191,Arvind,"Eggs, Meat & Fish",Fish,Chennai,2015-01-23,Central,2314.000,0.270,624.780,Tamil Nadu
OD3192,Adavan,Bakery,Breads & Buns,Krishnagiri,2016-05-29,Central,2251.000,0.210,922.910,Tamil Nadu
OD3193,Muneer,Oil & Masala,Masalas,Dharmapuri,2017-06-13,Central,547.000,0.250,109.400,Tamil Nadu
OD3194,Sabeela,Fruits & Veggies,Fresh Vegetables,Perambalur,2018-11-03,Central,508.000,0.340,208.280,Tamil Nadu
OD3195,Sudeep,Fruits & Veggies,Fresh Fruits,Tirunelveli,2015-11-10,Central,2114.000,0.220,739.900,Tamil Nadu
OD3196,Surya,Fruits & Veggies,Organic Vegetables,Tirunelveli,2015-11-10,Central,1524.000,0.130,228.600,Tamil Nadu
OD3197,Sudeep,Bakery,Cakes,Krishnagiri,2017-07-17,Central,1903.000,0.260,799.260,Tamil Nadu
OD3198,Peer,Food Grains,Organic Staples,Bodi,2016-11-09,Central,1808.000,0.280,253.120,Tamil Nadu
OD3199,Ganesh,Bakery,Breads & Buns,Karur,2017-09-13,Central,693.000,0.260,194.040,Tamil Nadu
OD3200,Sundar,"Eggs, Meat & Fish",Mutton,Namakkal,2017-09-13,Central,1615.000,0.300,96.900,Tamil Nadu
OD3201,Ridhesh,Oil & Masala,Edible Oil & Ghee,Viluppuram,2018-06-27,Central,2032.000,0.190,325.120,Tamil Nadu
OD3202,Rumaiza,"Eggs, Meat & Fish",Eggs,Krishnagiri,2016-11-17,Central,1474.000,0.160,530.640,Tamil Nadu
OD3203,Sundar,"Eggs, Meat & Fish",Mutton,Madurai,2016-09-10,Central,2097.000,0.140,104.850,Tamil Nadu
OD3204,Arutra,Snacks,Noodles,Coimbatore,2015-11-10,Central,1211.000,0.140,472.290,Tamil Nadu
OD3205,Jackson,Oil & Masala,Edible Oil & Ghee,Virudhunagar,2015-11-10,Central,775.000,0.300,240.250,Tamil Nadu
OD3206,Kumar,Oil & Masala,Spices,Vellore,2017-07-17,Central,1365.000,0.240,532.350,Tamil Nadu
